Region,Market,Raw Material,Images,Quoted Value,Purchased Value,Quoted Date,Purchased Date,Purchased_Date,Country Image
United States,Fareway,Milk,https://th.bing.com/th/id/OIP.UgraYuQTlY_DOnbUvKhYIgHaEK?w=300&h=180&c=7&o=5&dpr=1.5&pid=1.7,560,679,2/1/2020,2/1/2020,2/1/2020,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Fareway,Milk,https://th.bing.com/th/id/OIP.UgraYuQTlY_DOnbUvKhYIgHaEK?w=300&h=180&c=7&o=5&dpr=1.5&pid=1.7,503,989,12/1/2019,12/1/2019,12/1/2019,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Fareway,Milk,https://th.bing.com/th/id/OIP.UgraYuQTlY_DOnbUvKhYIgHaEK?w=300&h=180&c=7&o=5&dpr=1.5&pid=1.7,1300,543,10/1/2019,10/1/2019,10/1/2019,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Fareway,Milk,https://th.bing.com/th/id/OIP.UgraYuQTlY_DOnbUvKhYIgHaEK?w=300&h=180&c=7&o=5&dpr=1.5&pid=1.7,790,890,8/1/2019,8/1/2019,8/1/2019,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Fareway,Milk,https://th.bing.com/th/id/OIP.UgraYuQTlY_DOnbUvKhYIgHaEK?w=300&h=180&c=7&o=5&dpr=1.5&pid=1.7,1300,998,6/1/2019,6/1/2019,6/1/2019,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Fareway,Milk,https://th.bing.com/th/id/OIP.UgraYuQTlY_DOnbUvKhYIgHaEK?w=300&h=180&c=7&o=5&dpr=1.5&pid=1.7,365,980,4/1/2019,4/1/2019,4/1/2019,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Fareway,Milk,https://th.bing.com/th/id/OIP.UgraYuQTlY_DOnbUvKhYIgHaEK?w=300&h=180&c=7&o=5&dpr=1.5&pid=1.7,1300,982,2/1/2019,2/1/2019,2/1/2019,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Fareway,Milk,https://th.bing.com/th/id/OIP.UgraYuQTlY_DOnbUvKhYIgHaEK?w=300&h=180&c=7&o=5&dpr=1.5&pid=1.7,1300,541,12/1/2018,12/1/2018,12/1/2018,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Fareway,Milk,https://th.bing.com/th/id/OIP.UgraYuQTlY_DOnbUvKhYIgHaEK?w=300&h=180&c=7&o=5&dpr=1.5&pid=1.7,765,989,10/1/2018,10/1/2018,10/1/2018,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Fareway,Milk,https://th.bing.com/th/id/OIP.UgraYuQTlY_DOnbUvKhYIgHaEK?w=300&h=180&c=7&o=5&dpr=1.5&pid=1.7,1300,642,8/1/2018,8/1/2018,8/1/2018,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Fareway,Milk,https://th.bing.com/th/id/OIP.UgraYuQTlY_DOnbUvKhYIgHaEK?w=300&h=180&c=7&o=5&dpr=1.5&pid=1.7,987,989,6/1/2018,6/1/2018,6/1/2018,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Fareway,Milk,https://th.bing.com/th/id/OIP.UgraYuQTlY_DOnbUvKhYIgHaEK?w=300&h=180&c=7&o=5&dpr=1.5&pid=1.7,1300,776,4/1/2018,4/1/2018,4/1/2018,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Wheat,https://sc02.alicdn.com/kf/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav/858026944/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav.jpg,650,650,12/1/2020,12/1/2020,12/1/2020,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Wheat,https://sc02.alicdn.com/kf/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav/858026944/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav.jpg,580,520,11/1/2020,10/1/2020,10/1/2020,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Wheat,https://sc02.alicdn.com/kf/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav/858026944/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav.jpg,600,620,8/1/2020,8/1/2020,8/1/2020,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Wheat,https://sc02.alicdn.com/kf/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav/858026944/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav.jpg,660,670,6/1/2020,6/1/2020,6/1/2020,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Wheat,https://sc02.alicdn.com/kf/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav/858026944/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav.jpg,700,610,4/1/2020,4/1/2020,4/1/2020,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Wheat,https://sc02.alicdn.com/kf/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav/858026944/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav.jpg,560,615,2/1/2020,2/1/2020,2/1/2020,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Wheat,https://sc02.alicdn.com/kf/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav/858026944/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav.jpg,800,580,12/1/2019,12/1/2019,12/1/2019,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Wheat,https://sc02.alicdn.com/kf/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav/858026944/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav.jpg,450,450,10/1/2019,10/1/2019,10/1/2019,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Wheat,https://sc02.alicdn.com/kf/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav/858026944/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav.jpg,550,610,8/1/2019,8/1/2019,8/1/2019,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Wheat,https://sc02.alicdn.com/kf/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav/858026944/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav.jpg,800,700,6/1/2019,6/1/2019,6/1/2019,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Wheat,https://sc02.alicdn.com/kf/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav/858026944/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav.jpg,780,680,4/1/2019,4/1/2019,4/1/2019,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Wheat,https://sc02.alicdn.com/kf/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav/858026944/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav.jpg,660,590,2/1/2019,2/1/2019,2/1/2019,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Wheat,https://sc02.alicdn.com/kf/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav/858026944/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav.jpg,560,620,12/1/2018,12/1/2018,12/1/2018,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Wheat,https://sc02.alicdn.com/kf/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav/858026944/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav.jpg,672,610,10/1/2018,10/1/2018,10/1/2018,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Wheat,https://sc02.alicdn.com/kf/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav/858026944/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav.jpg,660,700,8/1/2018,8/1/2018,8/1/2018,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Wheat,https://sc02.alicdn.com/kf/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav/858026944/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav.jpg,450,530,6/1/2018,6/1/2018,6/1/2018,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Wheat,https://sc02.alicdn.com/kf/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav/858026944/UTB8ZLUxjU_4iuJk43Fqq6z.FpXav.jpg,700,450,4/1/2018,4/1/2018,4/1/2018,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Egg,https://th.bing.com/th/id/OIP.QmZi4NF0oneSBemVOlJD6QHaFj?w=212&h=180&c=7&o=5&dpr=1.5&pid=1.7,300,250,12/1/2020,12/1/2020,12/1/2020,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Egg,https://th.bing.com/th/id/OIP.QmZi4NF0oneSBemVOlJD6QHaFj?w=212&h=180&c=7&o=5&dpr=1.5&pid=1.7,400,340,10/1/2020,10/1/2020,10/1/2020,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Egg,https://th.bing.com/th/id/OIP.QmZi4NF0oneSBemVOlJD6QHaFj?w=212&h=180&c=7&o=5&dpr=1.5&pid=1.7,350,280,8/1/2020,8/1/2020,8/1/2020,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Egg,https://th.bing.com/th/id/OIP.QmZi4NF0oneSBemVOlJD6QHaFj?w=212&h=180&c=7&o=5&dpr=1.5&pid=1.7,400,300,6/1/2020,6/1/2020,6/1/2020,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Egg,https://th.bing.com/th/id/OIP.QmZi4NF0oneSBemVOlJD6QHaFj?w=212&h=180&c=7&o=5&dpr=1.5&pid=1.7,690,310,4/1/2020,4/1/2020,4/1/2020,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Egg,https://th.bing.com/th/id/OIP.QmZi4NF0oneSBemVOlJD6QHaFj?w=212&h=180&c=7&o=5&dpr=1.5&pid=1.7,250,290,2/1/2020,2/1/2020,2/1/2020,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Egg,https://th.bing.com/th/id/OIP.QmZi4NF0oneSBemVOlJD6QHaFj?w=212&h=180&c=7&o=5&dpr=1.5&pid=1.7,340,350,12/1/2019,12/1/2019,12/1/2019,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Egg,https://th.bing.com/th/id/OIP.QmZi4NF0oneSBemVOlJD6QHaFj?w=212&h=180&c=7&o=5&dpr=1.5&pid=1.7,267,370,10/1/2019,10/1/2019,10/1/2019,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Egg,https://th.bing.com/th/id/OIP.QmZi4NF0oneSBemVOlJD6QHaFj?w=212&h=180&c=7&o=5&dpr=1.5&pid=1.7,400,250,8/1/2019,8/1/2019,8/1/2019,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Egg,https://th.bing.com/th/id/OIP.QmZi4NF0oneSBemVOlJD6QHaFj?w=212&h=180&c=7&o=5&dpr=1.5&pid=1.7,256,201,6/1/2019,6/1/2019,6/1/2019,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Egg,https://th.bing.com/th/id/OIP.QmZi4NF0oneSBemVOlJD6QHaFj?w=212&h=180&c=7&o=5&dpr=1.5&pid=1.7,345,400,4/1/2019,4/1/2019,4/1/2019,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Egg,https://th.bing.com/th/id/OIP.QmZi4NF0oneSBemVOlJD6QHaFj?w=212&h=180&c=7&o=5&dpr=1.5&pid=1.7,400,200,2/1/2019,2/1/2019,2/1/2019,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Egg,https://th.bing.com/th/id/OIP.QmZi4NF0oneSBemVOlJD6QHaFj?w=212&h=180&c=7&o=5&dpr=1.5&pid=1.7,563,200,12/1/2018,12/1/2018,12/1/2018,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Egg,https://th.bing.com/th/id/OIP.QmZi4NF0oneSBemVOlJD6QHaFj?w=212&h=180&c=7&o=5&dpr=1.5&pid=1.7,378,300,10/1/2018,10/1/2018,10/1/2018,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Egg,https://th.bing.com/th/id/OIP.QmZi4NF0oneSBemVOlJD6QHaFj?w=212&h=180&c=7&o=5&dpr=1.5&pid=1.7,432,320,8/1/2018,8/1/2018,8/1/2018,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Egg,https://th.bing.com/th/id/OIP.QmZi4NF0oneSBemVOlJD6QHaFj?w=212&h=180&c=7&o=5&dpr=1.5&pid=1.7,400,250,6/1/2018,6/1/2018,6/1/2018,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Egg,https://th.bing.com/th/id/OIP.QmZi4NF0oneSBemVOlJD6QHaFj?w=212&h=180&c=7&o=5&dpr=1.5&pid=1.7,143,280,4/1/2018,4/1/2018,4/1/2018,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Milk,https://th.bing.com/th/id/OIP.UgraYuQTlY_DOnbUvKhYIgHaEK?w=300&h=180&c=7&o=5&dpr=1.5&pid=1.7,1150,1020,12/1/2020,12/1/2020,12/1/2020,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Milk,https://th.bing.com/th/id/OIP.UgraYuQTlY_DOnbUvKhYIgHaEK?w=300&h=180&c=7&o=5&dpr=1.5&pid=1.7,1300,820,10/1/2020,10/1/2020,10/1/2020,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
United States,Smart & Final,Milk,https://th.bing.com/th/id/OIP.UgraYuQTlY_DOnbUvKhYIgHaEK?w=300&h=180&c=7&o=5&dpr=1.5&pid=1.7,660,1200,8/1/2020,8/1/2020,8/1/2020,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg
